year,make,model,type,trans,miles,lux,price,makeavg,makemodavg,typecode,transcode
1965,Chevrolet,Impala,coupe,auto,30000,0,19500,20857.8062426384,16321.34328358209,7,0
1979,Mercedes-Benz,450-Class,conv,auto,86879,1,6995,35447.970954356846,6995.0,8,0
1979,Mercedes-Benz,450-Class,coupe,auto,86879,1,6995,35447.970954356846,6995.0,7,0
1993,Chevrolet,Corvette,conv,auto,39491,0,11999,20857.8062426384,38458.31343283582,8,0
1995,Chevrolet,Corvette,conv,auto,101760,0,10969,20857.8062426384,38458.31343283582,8,0
1995,Porsche,911,coupe,manual,75568,1,55000,75747.38095238095,97126.20833333333,7,1
1996,Porsche,911,conv,auto,29754,1,44900,75747.38095238095,97126.20833333333,8,0
1996,Porsche,911,conv,manual,40985,1,38990,75747.38095238095,97126.20833333333,8,1
1996,Porsche,911,conv,manual,46615,1,54995,75747.38095238095,97126.20833333333,8,1
1996,Porsche,911,conv,manual,70511,1,49995,75747.38095238095,97126.20833333333,8,1
1997,Land,Rover,suv,auto,27590,1,69900,43643.645454545454,43643.645454545454,5,0
1997,Porsche,911,conv,manual,73805,1,54995,75747.38095238095,97126.20833333333,8,1
1998,Porsche,Boxster,conv,manual,104700,1,6995,75747.38095238095,33120.89655172414,8,1
1999,Porsche,Boxster,conv,manual,82155,1,7200,75747.38095238095,33120.89655172414,8,1
2000,Chevrolet,Corvette,conv,auto,34437,0,14400,20857.8062426384,38458.31343283582,8,0
2000,Chevrolet,Corvette,conv,manual,79184,0,14177,20857.8062426384,38458.31343283582,8,1
2000,Chevrolet,Corvette,conv,auto,89975,0,10495,20857.8062426384,38458.31343283582,8,0
2000,Porsche,Boxster,conv,manual,53906,1,9695,75747.38095238095,33120.89655172414,8,1
2001,Chevrolet,Corvette,conv,auto,69785,0,13995,20857.8062426384,38458.31343283582,8,0
2001,Ford,Excursion,suv,auto,256084,0,7200,21268.263231850116,7200.0,5,0
2001,Mercedes-Benz,SLK-Class,conv,auto,80395,1,7995,35447.970954356846,16008.888888888889,8,0
2001,Mercedes-Benz,SLK-Class,conv,auto,103400,1,4500,35447.970954356846,16008.888888888889,8,0
2001,Mitsubishi,Galant,sedan,auto,88352,0,2990,13470.854838709678,2990.0,1,0
2002,Audi,TT,coupe,manual,97495,1,6100,27322.59133126935,24698.833333333332,7,1
2002,Chevrolet,Corvette,conv,auto,50210,0,15500,20857.8062426384,38458.31343283582,8,0
2002,Chevrolet,Corvette,conv,auto,61964,0,16744,20857.8062426384,38458.31343283582,8,0
2002,Chevrolet,Corvette,conv,auto,83199,0,13708,20857.8062426384,38458.31343283582,8,0
2002,Chevrolet,Corvette,coupe,auto,79987,0,12385,20857.8062426384,38458.31343283582,7,0
2002,Ford,Thunderbird,conv,auto,33927,0,15000,21268.263231850116,12464.833333333334,8,0
2002,Ford,Thunderbird,conv,auto,42841,0,11510,21268.263231850116,12464.833333333334,8,0
2002,Ford,Thunderbird,conv,auto,64908,0,10491,21268.263231850116,12464.833333333334,8,0
2002,Ford,Thunderbird,conv,auto,96129,0,9800,21268.263231850116,12464.833333333334,8,0
2002,Honda,S2000,conv,manual,79001,0,16977,17180.096069868996,17825.333333333332,8,1
2002,Lexus,LS,sedan,auto,92353,1,7151,26516.856209150326,32344.23076923077,1,0
2002,Lexus,LX,suv,auto,165000,1,10997,26516.856209150326,45264.444444444445,5,0
2002,Lexus,RX,suv,auto,167924,1,1995,26516.856209150326,29812.756756756757,5,0
2002,Lexus,SC,conv,auto,104696,1,8990,26516.856209150326,12302.1,8,0
2002,Lexus,SC,conv,auto,110604,1,9986,26516.856209150326,12302.1,8,0
2002,Lexus,SC,conv,auto,116251,1,7900,26516.856209150326,12302.1,8,0
2002,Lexus,SC,conv,auto,132000,1,9499,26516.856209150326,12302.1,8,0
2002,Porsche,Boxster,conv,manual,32215,1,14995,75747.38095238095,33120.89655172414,8,1
2002,Porsche,Boxster,conv,manual,96177,1,8550,75747.38095238095,33120.89655172414,8,1
2002,Toyota,Camry,conv,auto,152400,0,4130,19158.287378640776,15327.235668789808,8,0
2003,Chevrolet,Corvette,conv,manual,19520,0,17996,20857.8062426384,38458.31343283582,8,1
2003,Chevrolet,Corvette,conv,auto,31906,0,16099,20857.8062426384,38458.31343283582,8,0
2003,Chevrolet,Corvette,conv,auto,32925,0,21995,20857.8062426384,38458.31343283582,8,0
2003,Chevrolet,SSR,conv,auto,56152,0,16199,20857.8062426384,16435.2,8,0
2003,Dodge,RAM,pickup,manual,175073,0,10500,18230.217208814272,15908.578947368422,6,1
2003,Dodge,RAM,pickup,auto,218484,0,14991,18230.217208814272,15908.578947368422,6,0
2003,Ford,Mustang,coupe,manual,29470,0,29975,21268.263231850116,22374.06614785992,7,1
2003,GMC,Yukon,suv,auto,149592,0,3999,25246.77857142857,29878.915254237287,5,0
2003,Lexus,SC,conv,auto,85145,1,12495,26516.856209150326,12302.1,8,0
2003,Mercedes-Benz,SL-Class,conv,auto,69094,1,12977,35447.970954356846,43208.66129032258,8,0
2003,Mercedes-Benz,SL-Class,conv,auto,73959,1,10993,35447.970954356846,43208.66129032258,8,0
2003,Mercedes-Benz,SL-Class,conv,auto,94626,1,6995,35447.970954356846,43208.66129032258,8,0
2003,Mercedes-Benz,SLK-Class,conv,auto,89781,1,2900,35447.970954356846,16008.888888888889,8,0
2003,Porsche,911,conv,manual,77373,1,22990,75747.38095238095,97126.20833333333,8,1
2003,Toyota,Avalon,sedan,auto,125815,0,4800,19158.287378640776,17897.5,1,0
2003,Toyota,RAV4,suv,manual,121964,0,5699,19158.287378640776,19288.801652892562,5,1
2004,Audi,A4,conv,auto,108000,1,3500,27322.59133126935,21635.216216216217,8,0
2004,Audi,TT,conv,manual,104326,1,5400,27322.59133126935,24698.833333333332,8,1
2004,BMW,3,conv,auto,90031,1,5995,28215.19274092616,18540.955555555556,8,0
2004,BMW,M3,conv,manual,77023,1,13575,28215.19274092616,31980.6875,8,1
2004,BMW,M3,conv,auto,96434,1,8995,28215.19274092616,31980.6875,8,0
2004,Chevrolet,Corvette,coupe,manual,51179,0,20995,20857.8062426384,38458.31343283582,7,1
2004,Chevrolet,Express,van,auto,99950,0,7999,20857.8062426384,18701.344827586207,4,0
2004,Chevrolet,Express,van,auto,161451,0,4934,20857.8062426384,18701.344827586207,4,0
2004,Chevrolet,Silverado,pickup,auto,142230,0,13950,20857.8062426384,27375.164705882355,6,0
2004,Chevrolet,Silverado,pickup,auto,238370,0,10900,20857.8062426384,27375.164705882355,6,0
2004,Chevrolet,SSR,conv,auto,32498,0,15995,20857.8062426384,16435.2,8,0
2004,Chevrolet,SSR,conv,auto,63458,0,18988,20857.8062426384,16435.2,8,0
2004,Chevrolet,SSR,conv,auto,84187,0,13995,20857.8062426384,16435.2,8,0
2004,Chevrolet,SSR,conv,auto,91066,0,16999,20857.8062426384,16435.2,8,0
2004,Dodge,RAM,pickup,manual,203575,0,14995,18230.217208814272,15908.578947368422,6,1
2004,Ford,F-350,pickup,auto,146499,0,12900,21268.263231850116,39384.688888888886,6,0
2004,Ford,Ranger,pickup,auto,57989,0,5500,21268.263231850116,21760.733333333334,6,0
2004,Ford,Thunderbird,conv,auto,51834,0,12988,21268.263231850116,12464.833333333334,8,0
2004,GMC,Sierra,pickup,auto,136000,0,4500,25246.77857142857,30064.610294117647,6,0
2004,Lexus,RX,suv,auto,153148,1,7999,26516.856209150326,29812.756756756757,5,0
2004,Lexus,SC,conv,auto,61662,1,15999,26516.856209150326,12302.1,8,0
2004,Lexus,SC,conv,auto,99911,1,13500,26516.856209150326,12302.1,8,0
2004,Mercedes-Benz,CLK-Class,conv,auto,116573,1,5485,35447.970954356846,10574.6,8,0
2004,Mercedes-Benz,SL-Class,conv,auto,91000,1,9950,35447.970954356846,43208.66129032258,8,0
2004,Mercedes-Benz,SL-Class,conv,auto,91657,1,12995,35447.970954356846,43208.66129032258,8,0
2004,Mercedes-Benz,SL-Class,conv,auto,94567,1,11950,35447.970954356846,43208.66129032258,8,0
2004,Mercedes-Benz,SL-Class,conv,auto,108590,1,13100,35447.970954356846,43208.66129032258,8,0
2004,MINI,Cooper,hatch,manual,98263,0,3750,18566.071090047393,18406.783783783783,0,1
2004,Nissan,350Z,conv,auto,89065,0,8000,16647.405797101448,9308.444444444445,8,0
2004,Nissan,350Z,conv,auto,102450,0,7888,16647.405797101448,9308.444444444445,8,0
2004,Nissan,350Z,coupe,manual,75062,0,10199,16647.405797101448,9308.444444444445,7,1
2004,Nissan,Titan,pickup,auto,129224,0,5995,16647.405797101448,28705.555555555555,6,0
2004,Porsche,911,conv,manual,58094,1,29000,75747.38095238095,97126.20833333333,8,1
2004,Porsche,911,conv,manual,103000,1,25995,75747.38095238095,97126.20833333333,8,1
2004,Porsche,911,coupe,manual,103413,1,24300,75747.38095238095,97126.20833333333,7,1
2004,Toyota,RAV4,suv,manual,146751,0,4990,19158.287378640776,19288.801652892562,5,1
2004,Toyota,Sienna,minivan,auto,109774,0,5495,19158.287378640776,21037.716417910447,3,0
2004,Toyota,Sienna,minivan,auto,149391,0,5500,19158.287378640776,21037.716417910447,3,0
2004,Toyota,Sienna,minivan,auto,153237,0,4195,19158.287378640776,21037.716417910447,3,0
2004,Toyota,Sienna,minivan,auto,178391,0,2350,19158.287378640776,21037.716417910447,3,0
2004,Volkswagen,Jetta,wagon,auto,90152,0,4500,14659.306553911205,12216.188405797102,2,0
2004,Volkswagen,Passat,sedan,auto,128702,0,4799,14659.306553911205,11904.954022988506,1,0
2005,Acura,TL,sedan,auto,187886,1,3980,24386.510869565216,11303.833333333334,1,0
2005,Bentley,Continental,coupe,auto,67086,1,35500,100267.80434782608,97818.66666666667,7,0
2005,BMW,3,conv,auto,82986,1,7250,28215.19274092616,18540.955555555556,8,0
2005,BMW,3,conv,auto,109862,1,5990,28215.19274092616,18540.955555555556,8,0
2005,BMW,M3,coupe,manual,58000,1,24900,28215.19274092616,31980.6875,7,1
2005,BMW,X3,suv,auto,104502,1,6998,28215.19274092616,28033.48,5,0
2005,BMW,Z4,conv,auto,104210,1,8825,28215.19274092616,25374.354838709678,8,0
2005,BMW,Z4,conv,manual,115733,1,6998,28215.19274092616,25374.354838709678,8,1
2005,Cadillac,Escalade,suv,auto,138292,1,8794,24883.8453038674,37439.95121951219,5,0
2005,Cadillac,XLR,conv,auto,60257,1,19788,24883.8453038674,19645.0,8,0
2005,Cadillac,XLR,conv,auto,98749,1,12995,24883.8453038674,19645.0,8,0
2005,Chevrolet,Avalanche,pickup,auto,204206,0,2995,20857.8062426384,16878.571428571428,6,0
2005,Chevrolet,Colorado,pickup,auto,183953,0,7155,20857.8062426384,22615.35,6,0
2005,Chevrolet,Corvette,conv,auto,31418,0,23288,20857.8062426384,38458.31343283582,8,0
2005,Chevrolet,Corvette,conv,auto,45654,0,18994,20857.8062426384,38458.31343283582,8,0
2005,Chevrolet,Corvette,coupe,auto,60367,0,17889,20857.8062426384,38458.31343283582,7,0
2005,Chevrolet,Express,van,auto,35633,0,9999,20857.8062426384,18701.344827586207,4,0
2005,Chevrolet,Express,van,auto,190958,0,4995,20857.8062426384,18701.344827586207,4,0
2005,Chevrolet,Silverado,pickup,auto,142174,0,11980,20857.8062426384,27375.164705882355,6,0
2005,Chevrolet,Silverado,pickup,auto,147160,0,8995,20857.8062426384,27375.164705882355,6,0
2005,Chrysler,Crossfire,conv,auto,70126,0,9611,19750.855603448275,11549.5,8,0
2005,Dodge,RAM,pickup,auto,120949,0,10899,18230.217208814272,15908.578947368422,6,0
2005,Dodge,Viper,conv,manual,15890,0,44494,18230.217208814272,56745.0,8,1
2005,Ford,F-150,pickup,auto,136570,0,7997,21268.263231850116,26693.976878612717,6,0
2005,Ford,F-150,pickup,auto,184365,0,4996,21268.263231850116,26693.976878612717,6,0
2005,Ford,GT,coupe,manual,308,0,350233,21268.263231850116,350233.0,7,1
2005,Ford,Thunderbird,conv,auto,79398,0,15000,21268.263231850116,12464.833333333334,8,0
2005,GMC,Envoy,suv,auto,111111,0,4111,25246.77857142857,4111.0,5,0
2005,Honda,Accord,coupe,auto,149449,0,3477,17180.096069868996,15428.056603773584,7,0
2005,Honda,Odyssey,minivan,auto,146800,0,2200,17180.096069868996,19221.178694158076,3,0
2005,Honda,Odyssey,minivan,auto,194520,0,2888,17180.096069868996,19221.178694158076,3,0
2005,Jaguar,S-TYPE,sedan,auto,149266,1,3985,37553.96385542169,3985.0,1,0
2005,Jeep,Grand,suv,auto,124190,0,5900,21994.99644760213,24443.125,5,0
2005,Lexus,ES,sedan,auto,101723,1,6995,26516.856209150326,22704.9,1,0
2005,Lexus,ES,sedan,auto,120431,1,3998,26516.856209150326,22704.9,1,0
2005,Lexus,LS,sedan,auto,166257,1,7986,26516.856209150326,32344.23076923077,1,0
2005,Lexus,LX,suv,auto,193994,1,10500,26516.856209150326,45264.444444444445,5,0
2005,Lexus,SC,conv,auto,70384,1,15777,26516.856209150326,12302.1,8,0
2005,Lexus,SC,conv,auto,81001,1,15990,26516.856209150326,12302.1,8,0
2005,Mercedes-Benz,CLK-Class,conv,auto,35994,1,15900,35447.970954356846,10574.6,8,0
2005,Mercedes-Benz,SL-Class,conv,auto,36228,1,21990,35447.970954356846,43208.66129032258,8,0
2005,Mercedes-Benz,SLK-Class,conv,auto,87592,1,7990,35447.970954356846,16008.888888888889,8,0
2005,Porsche,911,conv,auto,10019,1,72495,75747.38095238095,97126.20833333333,8,0
2005,Porsche,911,conv,auto,29514,1,51777,75747.38095238095,97126.20833333333,8,0
2005,Porsche,911,conv,manual,41583,1,46998,75747.38095238095,97126.20833333333,8,1
2005,Porsche,911,conv,auto,73928,1,29798,75747.38095238095,97126.20833333333,8,0
2005,Porsche,911,coupe,manual,91065,1,25000,75747.38095238095,97126.20833333333,7,1
2005,Porsche,Boxster,conv,auto,57121,1,14999,75747.38095238095,33120.89655172414,8,0
2005,Subaru,Impreza,sedan,manual,134943,0,16988,20095.38560885609,16585.98148148148,1,1
2005,Toyota,Camry,sedan,auto,118000,0,5990,19158.287378640776,15327.235668789808,1,0
2005,Toyota,Corolla,sedan,manual,114402,0,4988,19158.287378640776,12961.609929078015,1,1
2005,Toyota,Highlander,suv,auto,226439,0,5500,19158.287378640776,24119.087719298244,5,0
2005,Toyota,Sienna,minivan,auto,99727,0,4895,19158.287378640776,21037.716417910447,3,0
2005,Toyota,Sienna,minivan,auto,185750,0,3990,19158.287378640776,21037.716417910447,3,0
2005,Toyota,Tundra,pickup,auto,165992,0,8938,19158.287378640776,26531.936170212764,6,0
2005,Volkswagen,Passat,wagon,auto,105689,0,2950,14659.306553911205,11904.954022988506,2,0
2006,Audi,A4,conv,auto,91147,1,6998,27322.59133126935,21635.216216216217,8,0
2006,Bentley,Continental,coupe,auto,53270,1,39990,100267.80434782608,97818.66666666667,7,0
2006,BMW,3,conv,auto,70339,1,6995,28215.19274092616,18540.955555555556,8,0
2006,BMW,3,conv,auto,132650,1,6991,28215.19274092616,18540.955555555556,8,0
2006,BMW,M3,conv,manual,55232,1,18500,28215.19274092616,31980.6875,8,1
2006,BMW,Z4,conv,auto,74218,1,8995,28215.19274092616,25374.354838709678,8,0
2006,BMW,Z4,conv,auto,86904,1,7995,28215.19274092616,25374.354838709678,8,0
2006,Cadillac,STS,sedan,auto,103000,1,2500,24883.8453038674,5521.25,1,0
2006,Cadillac,STS,sedan,auto,165370,1,3998,24883.8453038674,5521.25,1,0
2006,Cadillac,XLR,conv,auto,48654,1,16955,24883.8453038674,19645.0,8,0
2006,Cadillac,XLR,conv,auto,53730,1,19699,24883.8453038674,19645.0,8,0
2006,Chevrolet,Colorado,pickup,auto,101730,0,9448,20857.8062426384,22615.35,6,0
2006,Chevrolet,Colorado,pickup,auto,182536,0,7500,20857.8062426384,22615.35,6,0
2006,Chevrolet,Silverado,pickup,auto,95140,0,11991,20857.8062426384,27375.164705882355,6,0
2006,Chevrolet,Silverado,pickup,auto,192780,0,9999,20857.8062426384,27375.164705882355,6,0
2006,Chevrolet,Silverado,pickup,auto,217910,0,9500,20857.8062426384,27375.164705882355,6,0
2006,Chevrolet,Trailblazer,suv,auto,186253,0,10788,20857.8062426384,8391.5,5,0
2006,Dodge,RAM,pickup,auto,169000,0,11500,18230.217208814272,15908.578947368422,6,0
2006,Ford,F-150,pickup,auto,153885,0,5850,21268.263231850116,26693.976878612717,6,0
2006,Ford,F-250,pickup,auto,84348,0,12985,21268.263231850116,34626.68292682927,6,0
2006,Ford,Mustang,conv,auto,68307,0,6788,21268.263231850116,22374.06614785992,8,0
2006,Ford,Mustang,conv,auto,117161,0,9600,21268.263231850116,22374.06614785992,8,0
2006,Ford,Mustang,coupe,auto,82530,0,7930,21268.263231850116,22374.06614785992,7,0
2006,Ford,Ranger,pickup,auto,97971,0,8994,21268.263231850116,21760.733333333334,6,0
2006,GMC,Sierra,pickup,auto,152269,0,10995,25246.77857142857,30064.610294117647,6,0
2006,Honda,Civic,sedan,auto,142190,0,4999,17180.096069868996,15911.902040816327,1,0
2006,Honda,Civic,sedan,auto,186817,0,3100,17180.096069868996,15911.902040816327,1,0
2006,Honda,Odyssey,minivan,auto,124155,0,5000,17180.096069868996,19221.178694158076,3,0
2006,Honda,Odyssey,minivan,auto,126825,0,5899,17180.096069868996,19221.178694158076,3,0
2006,Honda,Odyssey,minivan,auto,131027,0,3995,17180.096069868996,19221.178694158076,3,0
2006,Honda,Odyssey,minivan,auto,161484,0,4798,17180.096069868996,19221.178694158076,3,0
2006,Honda,Odyssey,minivan,auto,190763,0,1995,17180.096069868996,19221.178694158076,3,0
2006,Honda,S2000,conv,manual,73107,0,18999,17180.096069868996,17825.333333333332,8,1
2006,INFINITI,M45,sedan,auto,168652,1,3623,23481.274611398963,3623.0,1,0
2006,Jaguar,XK-Series,conv,auto,58167,1,17500,37553.96385542169,23992.875,8,0
2006,Kia,Sedona,minivan,auto,178136,0,3999,13292.767543859649,17829.59677419355,3,0
2006,Lexus,GX,suv,auto,139333,1,12488,26516.856209150326,33474.0625,5,0
2006,Lexus,GX,suv,auto,168427,1,12999,26516.856209150326,33474.0625,5,0
2006,Lexus,LS,sedan,auto,159437,1,6835,26516.856209150326,32344.23076923077,1,0
2006,Lexus,RX,suv,auto,137918,1,5999,26516.856209150326,29812.756756756757,5,0
2006,Mazda,MX-5,conv,auto,47598,0,8600,16885.63432835821,18813.297872340427,8,0
2006,Mazda,MX-5,conv,auto,111288,0,3995,16885.63432835821,18813.297872340427,8,0
2006,Mercedes-Benz,SL-Class,conv,auto,26686,1,21900,35447.970954356846,43208.66129032258,8,0
2006,Mercedes-Benz,SL-Class,conv,auto,74726,1,13500,35447.970954356846,43208.66129032258,8,0
2006,Mercedes-Benz,SL-Class,conv,auto,96751,1,11485,35447.970954356846,43208.66129032258,8,0
2006,Mercedes-Benz,SLK-Class,conv,auto,35742,1,16700,35447.970954356846,16008.888888888889,8,0
2006,Mercedes-Benz,SLK-Class,conv,auto,100101,1,7999,35447.970954356846,16008.888888888889,8,0
2006,MINI,Cooper,conv,auto,68658,0,7500,18566.071090047393,18406.783783783783,8,0
2006,MINI,Cooper,conv,manual,135950,0,3995,18566.071090047393,18406.783783783783,8,1
2006,Mitsubishi,Lancer,sedan,manual,57183,0,25622,13470.854838709678,10916.333333333334,1,1
2006,Nissan,350Z,conv,auto,78526,0,9988,16647.405797101448,9308.444444444445,8,0
2006,Nissan,350Z,conv,auto,113546,0,8300,16647.405797101448,9308.444444444445,8,0
2006,Nissan,350Z,coupe,auto,78006,0,10718,16647.405797101448,9308.444444444445,7,0
2006,Nissan,350Z,coupe,manual,116628,0,9324,16647.405797101448,9308.444444444445,7,1
2006,Nissan,Xterra,suv,auto,175672,0,4975,16647.405797101448,7519.5,5,0
2006,Porsche,911,coupe,auto,61150,1,36000,75747.38095238095,97126.20833333333,7,0
2006,Porsche,Boxster,conv,auto,33452,1,18991,75747.38095238095,33120.89655172414,8,0
2006,Porsche,Boxster,conv,manual,46572,1,17989,75747.38095238095,33120.89655172414,8,1
2006,Porsche,Cayman,coupe,manual,72240,1,22000,75747.38095238095,50970.166666666664,7,1
2006,Subaru,Outback,wagon,auto,135198,0,3995,20095.38560885609,20886.75487465181,2,0
2006,Subaru,Outback,wagon,auto,151714,0,5499,20095.38560885609,20886.75487465181,2,0
2006,Toyota,4Runner,suv,auto,125700,0,11900,19158.287378640776,26973.641025641027,5,0
2006,Toyota,4Runner,suv,auto,201445,0,5999,19158.287378640776,26973.641025641027,5,0
2006,Toyota,Avalon,sedan,auto,173047,0,4777,19158.287378640776,17897.5,1,0
2006,Toyota,Camry,conv,auto,128930,0,5495,19158.287378640776,15327.235668789808,8,0
2006,Toyota,Camry,conv,auto,140009,0,4995,19158.287378640776,15327.235668789808,8,0
2006,Toyota,Camry,coupe,auto,121017,0,3537,19158.287378640776,15327.235668789808,7,0
2006,Toyota,Prius,hatch,auto,134341,0,4295,19158.287378640776,15041.578947368422,0,0
2006,Toyota,Sequoia,suv,auto,199616,0,9995,19158.287378640776,18510.666666666668,5,0
2006,Toyota,Sienna,minivan,auto,96542,0,6995,19158.287378640776,21037.716417910447,3,0
2006,Toyota,Tundra,pickup,auto,72396,0,16995,19158.287378640776,26531.936170212764,6,0
2006,Volvo,XC90,suv,auto,134418,1,4900,25381.61111111111,30881.260869565216,5,0
2007,Bentley,Continental,conv,auto,13234,1,59980,100267.80434782608,97818.66666666667,8,0
2007,Bentley,Continental,conv,auto,61904,1,44995,100267.80434782608,97818.66666666667,8,0
2007,BMW,3,conv,auto,71066,1,9995,28215.19274092616,18540.955555555556,8,0
2007,BMW,3,conv,auto,85000,1,7990,28215.19274092616,18540.955555555556,8,0
2007,BMW,3,conv,auto,99803,1,9999,28215.19274092616,18540.955555555556,8,0
2007,BMW,6,conv,auto,59664,1,10699,28215.19274092616,35325.5,8,0
2007,BMW,M6,conv,auto,47162,1,21995,28215.19274092616,43321.0,8,0
2007,BMW,M6,conv,manual,83735,1,16885,28215.19274092616,43321.0,8,1
2007,BMW,M6,coupe,auto,78709,1,13699,28215.19274092616,43321.0,7,0
2007,BMW,Z4,conv,auto,57398,1,12688,28215.19274092616,25374.354838709678,8,0
2007,BMW,Z4,conv,auto,72212,1,10995,28215.19274092616,25374.354838709678,8,0
2007,BMW,Z4,coupe,auto,75351,1,12995,28215.19274092616,25374.354838709678,7,0
2007,Cadillac,DTS,sedan,auto,73003,1,6900,24883.8453038674,6900.0,1,0
2007,Cadillac,XLR,conv,auto,36233,1,28788,24883.8453038674,19645.0,8,0
2007,Chevrolet,Corvette,coupe,manual,30659,0,35895,20857.8062426384,38458.31343283582,7,1
2007,Chevrolet,Express,van,auto,106740,0,7800,20857.8062426384,18701.344827586207,4,0
2007,Chevrolet,Silverado,pickup,auto,91309,0,20381,20857.8062426384,27375.164705882355,6,0
2007,Chevrolet,Suburban,suv,auto,154738,0,7857,20857.8062426384,29263.545454545456,5,0
2007,Chevrolet,Suburban,suv,auto,168480,0,4975,20857.8062426384,29263.545454545456,5,0
2007,Chevrolet,Tahoe,suv,auto,146738,0,10400,20857.8062426384,30008.696969696968,5,0
2007,Chevrolet,Tahoe,suv,auto,149305,0,10900,20857.8062426384,30008.696969696968,5,0
2007,Chevrolet,Tahoe,suv,auto,180625,0,9965,20857.8062426384,30008.696969696968,5,0
2007,Chevrolet,Tahoe,suv,auto,218778,0,9895,20857.8062426384,30008.696969696968,5,0
2007,Chevrolet,Trailblazer,suv,auto,119286,0,5995,20857.8062426384,8391.5,5,0
2007,Chrysler,300,sedan,auto,158104,0,4200,19750.855603448275,18853.51851851852,1,0
2007,Chrysler,Crossfire,conv,manual,12014,0,13488,19750.855603448275,11549.5,8,1
2007,Chrysler,Town,minivan,auto,153347,0,3600,19750.855603448275,11705.554455445545,3,0
2007,Dodge,RAM,pickup,auto,93005,0,19980,18230.217208814272,15908.578947368422,6,0
2007,Dodge,RAM,pickup,manual,212074,0,6900,18230.217208814272,15908.578947368422,6,1
2007,Dodge,RAM,pickup,auto,274816,0,16991,18230.217208814272,15908.578947368422,6,0
2007,Ford,E-Series,van,auto,121740,0,6999,21268.263231850116,11926.761904761905,4,0
2007,Ford,Expedition,suv,auto,90692,0,11399,21268.263231850116,34615.86486486487,5,0
2007,Ford,Explorer,pickup,auto,73620,0,11912,21268.263231850116,22001.099099099098,6,0
2007,Ford,Explorer,pickup,auto,133853,0,9999,21268.263231850116,22001.099099099098,6,0
2007,Ford,F-150,pickup,auto,132040,0,7995,21268.263231850116,26693.976878612717,6,0
2007,Ford,F-150,pickup,auto,157851,0,5800,21268.263231850116,26693.976878612717,6,0
2007,Ford,F-150,pickup,auto,170205,0,4691,21268.263231850116,26693.976878612717,6,0
2007,Ford,F-150,pickup,auto,184068,0,9512,21268.263231850116,26693.976878612717,6,0
2007,Ford,Mustang,conv,auto,100635,0,4500,21268.263231850116,22374.06614785992,8,0
2007,Ford,Mustang,coupe,auto,112785,0,8999,21268.263231850116,22374.06614785992,7,0
2007,Ford,Mustang,coupe,auto,158551,0,3499,21268.263231850116,22374.06614785992,7,0
2007,Ford,Ranger,pickup,manual,243382,0,4988,21268.263231850116,21760.733333333334,6,1
2007,GMC,Sierra,pickup,auto,69240,0,21999,25246.77857142857,30064.610294117647,6,0
2007,GMC,Yukon,suv,auto,172663,0,9788,25246.77857142857,29878.915254237287,5,0
2007,Honda,Accord,sedan,auto,121753,0,5699,17180.096069868996,15428.056603773584,1,0
2007,Honda,Civic,coupe,auto,146481,0,3495,17180.096069868996,15911.902040816327,7,0
2007,Honda,CR-V,suv,auto,145055,0,8500,17180.096069868996,16825.63440860215,5,0
2007,Honda,CR-V,suv,auto,193221,0,5715,17180.096069868996,16825.63440860215,5,0
2007,Honda,CR-V,suv,auto,248079,0,5997,17180.096069868996,16825.63440860215,5,0
2007,Honda,Odyssey,minivan,auto,110945,0,6500,17180.096069868996,19221.178694158076,3,0
2007,Honda,Odyssey,minivan,auto,116740,0,6999,17180.096069868996,19221.178694158076,3,0
2007,Honda,Odyssey,minivan,auto,128278,0,6585,17180.096069868996,19221.178694158076,3,0
2007,Honda,Odyssey,minivan,auto,153162,0,5877,17180.096069868996,19221.178694158076,3,0
2007,Honda,Odyssey,minivan,auto,161996,0,5598,17180.096069868996,19221.178694158076,3,0
2007,Honda,Odyssey,minivan,auto,171010,0,3995,17180.096069868996,19221.178694158076,3,0
2007,Honda,Odyssey,minivan,auto,188743,0,2999,17180.096069868996,19221.178694158076,3,0
2007,Honda,Odyssey,minivan,auto,193822,0,4199,17180.096069868996,19221.178694158076,3,0
2007,Honda,Odyssey,minivan,auto,195125,0,2999,17180.096069868996,19221.178694158076,3,0
2007,Honda,Odyssey,minivan,auto,203059,0,2900,17180.096069868996,19221.178694158076,3,0
2007,Honda,Pilot,suv,auto,168509,0,5977,17180.096069868996,23385.08108108108,5,0
2007,Honda,Ridgeline,pickup,auto,102035,0,9650,17180.096069868996,21409.7,6,0
2007,Honda,S2000,conv,manual,70000,0,17500,17180.096069868996,17825.333333333332,8,1
2007,Hyundai,Azera,sedan,auto,86382,0,6635,13460.53043478261,13503.8,1,0
2007,Jeep,Compass,suv,auto,120205,0,4498,21994.99644760213,17009.98780487805,5,0
2007,Jeep,Wrangler,suv,auto,148676,0,12991,21994.99644760213,26957.56,5,0
2007,Lexus,ES,sedan,auto,67104,1,9970,26516.856209150326,22704.9,1,0
2007,Lexus,ES,sedan,auto,132488,1,7888,26516.856209150326,22704.9,1,0
2007,Lexus,LS,sedan,auto,113398,1,8899,26516.856209150326,32344.23076923077,1,0
2007,Lexus,LS,sedan,auto,199877,1,6844,26516.856209150326,32344.23076923077,1,0
2007,Lexus,RX,suv,auto,157306,1,7490,26516.856209150326,29812.756756756757,5,0
