year,make,model,type,trans,miles,lux,price,makeavg,makemodavg,typecode,transcode
2019,Ford,F-150,pickup,auto,16099,0,36455,21333.73062730627,27010.86567164179,6,0
2019,Ford,F-150,pickup,auto,18403,0,31500,21333.73062730627,27010.86567164179,6,0
2019,Ford,F-150,pickup,auto,19726,0,31500,21333.73062730627,27010.86567164179,6,0
2019,Ford,F-150,pickup,auto,19937,0,41495,21333.73062730627,27010.86567164179,6,0
2019,Ford,F-150,pickup,auto,20525,0,38450,21333.73062730627,27010.86567164179,6,0
2019,Ford,F-150,pickup,auto,23620,0,31480,21333.73062730627,27010.86567164179,6,0
2019,Ford,F-150,pickup,auto,24051,0,39495,21333.73062730627,27010.86567164179,6,0
2019,Ford,F-250,pickup,auto,10069,0,35900,21333.73062730627,20295.5,6,0
2019,Ford,Flex,suv,auto,7356,0,32699,21333.73062730627,18281.18181818182,5,0
2019,Ford,Flex,suv,auto,9200,0,26888,21333.73062730627,18281.18181818182,5,0
2019,Ford,Flex,suv,auto,27634,0,24995,21333.73062730627,18281.18181818182,5,0
2019,Ford,Fusion,sedan,auto,6440,0,19495,21333.73062730627,15276.228571428572,1,0
2019,Ford,Fusion,sedan,auto,13501,0,16688,21333.73062730627,15276.228571428572,1,0
2019,Ford,Fusion,sedan,auto,13828,0,20995,21333.73062730627,15276.228571428572,1,0
2019,Ford,Fusion,sedan,auto,14320,0,21000,21333.73062730627,15276.228571428572,1,0
2019,Ford,Fusion,sedan,auto,15144,0,17488,21333.73062730627,15276.228571428572,1,0
2019,Ford,Fusion,sedan,auto,16485,0,20999,21333.73062730627,15276.228571428572,1,0
2019,Ford,Fusion,sedan,auto,17388,0,19000,21333.73062730627,15276.228571428572,1,0
2019,Ford,Fusion,sedan,auto,19083,0,17750,21333.73062730627,15276.228571428572,1,0
2019,Ford,Mustang,conv,auto,2910,0,28900,21333.73062730627,24126.0,8,0
2019,Ford,Mustang,conv,manual,7390,0,36495,21333.73062730627,24126.0,8,1
2019,Ford,Mustang,conv,auto,16840,0,26084,21333.73062730627,24126.0,8,0
2019,Ford,Mustang,conv,auto,17297,0,26259,21333.73062730627,24126.0,8,0
2019,Ford,Mustang,conv,auto,18630,0,25989,21333.73062730627,24126.0,8,0
2019,Ford,Mustang,conv,auto,26270,0,24989,21333.73062730627,24126.0,8,0
2019,Ford,Mustang,conv,auto,43521,0,19988,21333.73062730627,24126.0,8,0
2019,Ford,Mustang,conv,auto,45727,0,21100,21333.73062730627,24126.0,8,0
2019,Ford,Mustang,coupe,auto,25214,0,21494,21333.73062730627,24126.0,7,0
2019,Ford,Mustang,coupe,auto,26504,0,22494,21333.73062730627,24126.0,7,0
2019,Ford,Mustang,coupe,auto,29021,0,18999,21333.73062730627,24126.0,7,0
2019,Ford,Ranger,pickup,auto,879,0,34980,21333.73062730627,24985.0,6,0
2019,Ford,Taurus,sedan,auto,8769,0,24980,21333.73062730627,14917.714285714286,1,0
2019,Ford,Taurus,sedan,auto,19525,0,23995,21333.73062730627,14917.714285714286,1,0
2019,Ford,Transit,van,auto,2739,0,35000,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,3427,0,34000,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,4165,0,29000,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,5603,0,27995,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,6829,0,29000,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,6988,0,25989,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,10248,0,28550,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,10262,0,30995,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,10453,0,29500,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,10500,0,28999,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,11053,0,29600,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,12009,0,29995,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,12025,0,34948,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,13061,0,24500,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,13206,0,29995,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,13785,0,28900,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,14762,0,28495,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,15126,0,30207,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,15450,0,26500,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,16686,0,28980,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,16822,0,29995,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,18750,0,22995,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,19475,0,27932,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,19552,0,30117,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,20784,0,26995,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,20864,0,29750,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,21510,0,29995,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,26888,0,25962,21333.73062730627,24186.5,4,0
2019,Ford,Transit,van,auto,27345,0,25566,21333.73062730627,24186.5,4,0
2019,GMC,Acadia,suv,auto,19931,0,30817,22799.557142857142,23848.2,5,0
2019,GMC,Acadia,suv,auto,22192,0,26000,22799.557142857142,23848.2,5,0
2019,GMC,Canyon,pickup,auto,11870,0,28297,22799.557142857142,25797.363636363636,6,0
2019,GMC,Canyon,pickup,auto,12625,0,33987,22799.557142857142,25797.363636363636,6,0
2019,GMC,Canyon,pickup,auto,13463,0,27995,22799.557142857142,25797.363636363636,6,0
2019,GMC,Canyon,pickup,auto,15082,0,38336,22799.557142857142,25797.363636363636,6,0
2019,GMC,Canyon,pickup,auto,22060,0,26995,22799.557142857142,25797.363636363636,6,0
2019,GMC,Savana,van,auto,6393,0,25700,22799.557142857142,20847.5,4,0
2019,GMC,Terrain,suv,auto,17736,0,19988,22799.557142857142,16708.0,5,0
2019,GMC,Yukon,suv,auto,12514,0,44890,22799.557142857142,33240.57142857143,5,0
2019,GMC,Yukon,suv,auto,23931,0,46000,22799.557142857142,33240.57142857143,5,0
2019,Honda,Accord,sedan,auto,4870,0,23960,16881.61739130435,16016.52,1,0
2019,Honda,Accord,sedan,auto,10256,0,24995,16881.61739130435,16016.52,1,0
2019,Honda,Accord,sedan,auto,20456,0,20200,16881.61739130435,16016.52,1,0
2019,Honda,Civic,coupe,auto,3066,0,22895,16881.61739130435,15698.85,7,0
2019,Honda,Civic,sedan,auto,7716,0,18995,16881.61739130435,15698.85,1,0
2019,Honda,Civic,sedan,auto,13581,0,20226,16881.61739130435,15698.85,1,0
2019,Honda,Clarity,sedan,auto,16700,0,25500,16881.61739130435,25500.0,1,0
2019,Honda,Odyssey,minivan,auto,12659,0,40595,16881.61739130435,21389.41176470588,3,0
2019,Hyundai,Elantra,sedan,auto,10415,0,14959,14506.948717948719,10875.76923076923,1,0
2019,Hyundai,Ioniq,hatch,auto,1314,0,21959,14506.948717948719,19241.666666666668,0,0
2019,Hyundai,Ioniq,hatch,auto,6266,0,22766,14506.948717948719,19241.666666666668,0,0
2019,Hyundai,Santa,suv,auto,6518,0,28699,14506.948717948719,21089.0,5,0
2019,Hyundai,Santa,suv,auto,7939,0,28488,14506.948717948719,21089.0,5,0
2019,Hyundai,Sonata,sedan,auto,12534,0,15059,14506.948717948719,13583.25,1,0
2019,INFINITI,Q50,sedan,auto,8686,1,26994,19861.266666666666,22143.0,1,0
2019,Jaguar,E-PACE,suv,auto,3302,1,43159,36500.444444444445,39794.5,5,0
2019,Jaguar,XE,sedan,auto,10386,1,27995,36500.444444444445,27995.0,1,0
2019,Jeep,Cherokee,suv,auto,21742,0,20942,20947.5593220339,17717.545454545456,5,0
2019,Jeep,Grand,suv,auto,8455,0,24976,20947.5593220339,24130.375,5,0
2019,Jeep,Grand,suv,auto,19928,0,29000,20947.5593220339,24130.375,5,0
2019,Kia,Forte,sedan,auto,13242,0,14238,13165.627118644068,12475.111111111111,1,0
2019,Kia,Forte,sedan,auto,13665,0,15500,13165.627118644068,12475.111111111111,1,0
2019,Kia,Optima,sedan,auto,13852,0,17495,13165.627118644068,13706.222222222223,1,0
2019,Kia,Optima,sedan,auto,41769,0,14000,13165.627118644068,13706.222222222223,1,0
2019,Kia,Sorento,suv,auto,25572,0,19995,13165.627118644068,14627.6,5,0
2019,Lexus,ES,sedan,auto,8106,1,38975,24917.206896551725,17765.222222222223,1,0
2019,Lexus,ES,sedan,auto,10091,1,36923,24917.206896551725,17765.222222222223,1,0
2019,Lexus,NX,suv,auto,9802,1,35231,24917.206896551725,25051.75,5,0
2019,Lexus,RX,suv,auto,13719,1,37777,24917.206896551725,32259.14285714286,5,0
2019,Lincoln,MKZ,sedan,auto,22490,1,23767,27000.090909090908,20612.25,1,0
2019,Lincoln,Navigator,suv,auto,13076,1,66450,27000.090909090908,46719.0,5,0
2019,Mazda,CX-5,suv,auto,21491,0,24200,16112.90909090909,19185.25,5,0
2019,Mercedes-Benz,C-Class,sedan,auto,10444,1,35495,31617.1125,24610.833333333332,1,0
2019,Mercedes-Benz,CLA-Class,coupe,auto,17162,1,26988,31617.1125,21021.0,7,0
2019,Mercedes-Benz,E-Class,sedan,auto,3761,1,47983,31617.1125,30438.6,1,0
2019,Mercedes-Benz,E-Class,sedan,auto,13905,1,43238,31617.1125,30438.6,1,0
2019,Mercedes-Benz,E-Class,wagon,auto,5069,1,59000,31617.1125,30438.6,2,0
2019,Mercedes-Benz,E-Class,wagon,auto,6119,1,62893,31617.1125,30438.6,2,0
2019,Mercedes-Benz,GLC-Class,suv,auto,7061,1,39892,31617.1125,37548.57142857143,5,0
2019,Mercedes-Benz,GLS-Class,suv,auto,7409,1,79998,31617.1125,51579.666666666664,5,0
2019,Mercedes-Benz,Metris,van,auto,9503,1,23995,31617.1125,24290.333333333332,4,0
2019,Mercedes-Benz,Sprinter,van,auto,9625,1,45988,31617.1125,33990.666666666664,4,0
2019,MINI,Cooper,conv,auto,5774,0,31700,13678.5,14421.111111111111,8,0
2019,MINI,Cooper,conv,auto,46152,0,13888,13678.5,14421.111111111111,8,0
2019,Mitsubishi,Mirage,hatch,auto,7542,0,10000,12785.777777777777,9997.5,0,0
2019,Mitsubishi,Outlander,suv,auto,23555,0,15989,12785.777777777777,15997.666666666666,5,0
2019,Mitsubishi,Outlander,suv,auto,30716,0,17238,12785.777777777777,15997.666666666666,5,0
2019,Nissan,370Z,conv,auto,2539,0,30899,14958.864,27249.0,8,0
2019,Nissan,Altima,sedan,auto,16625,0,19248,14958.864,13126.935483870968,1,0
2019,Nissan,Altima,sedan,auto,32499,0,17988,14958.864,13126.935483870968,1,0
2019,Nissan,Frontier,pickup,auto,1777,0,18790,14958.864,20496.5625,6,0
2019,Nissan,Frontier,pickup,auto,11800,0,22882,14958.864,20496.5625,6,0
2019,Nissan,Frontier,pickup,auto,12399,0,21750,14958.864,20496.5625,6,0
2019,Nissan,Frontier,pickup,auto,12685,0,22795,14958.864,20496.5625,6,0
2019,Nissan,Frontier,pickup,auto,13520,0,21995,14958.864,20496.5625,6,0
2019,Nissan,Frontier,pickup,auto,14112,0,21995,14958.864,20496.5625,6,0
2019,Nissan,Frontier,pickup,auto,14475,0,25375,14958.864,20496.5625,6,0
2019,Nissan,Frontier,pickup,auto,14907,0,21993,14958.864,20496.5625,6,0
2019,Nissan,Frontier,pickup,auto,15098,0,21865,14958.864,20496.5625,6,0
2019,Nissan,Frontier,pickup,auto,16248,0,22766,14958.864,20496.5625,6,0
2019,Nissan,Frontier,pickup,auto,17252,0,22649,14958.864,20496.5625,6,0
2019,Nissan,Kicks,suv,auto,2475,0,17920,14958.864,17707.5,5,0
2019,Nissan,Kicks,suv,auto,5095,0,17495,14958.864,17707.5,5,0
2019,Nissan,Maxima,sedan,auto,3969,0,32617,14958.864,20238.6,1,0
2019,Nissan,Rogue,suv,auto,1626,0,17995,14958.864,14729.4375,5,0
2019,Nissan,Rogue,suv,auto,14451,0,17659,14958.864,14729.4375,5,0
2019,Nissan,Sentra,sedan,auto,1455,0,13451,14958.864,11188.933333333332,1,0
2019,Nissan,Sentra,sedan,auto,23383,0,14095,14958.864,11188.933333333332,1,0
2019,Nissan,Sentra,sedan,manual,27610,0,11000,14958.864,11188.933333333332,1,1
2019,Nissan,Titan,pickup,auto,24693,0,34500,14958.864,27316.0,6,0
2019,Nissan,Versa,sedan,auto,38669,0,11588,14958.864,8664.333333333334,1,0
2019,Porsche,911,coupe,auto,508,1,205988,74542.0625,99642.88888888889,7,0
2019,Porsche,Macan,suv,auto,7378,1,49999,74542.0625,49999.0,5,0
2019,Subaru,Ascent,suv,auto,7644,0,39480,17980.04054054054,37237.5,5,0
2019,Subaru,Ascent,suv,auto,25599,0,34995,17980.04054054054,37237.5,5,0
2019,Subaru,BRZ,coupe,manual,8649,0,23199,17980.04054054054,23199.0,7,1
2019,Subaru,Impreza,hatch,auto,3062,0,17500,17980.04054054054,15704.958333333334,0,0
2019,Subaru,Impreza,hatch,auto,4371,0,21995,17980.04054054054,15704.958333333334,0,0
2019,Subaru,Impreza,hatch,auto,11261,0,22399,17980.04054054054,15704.958333333334,0,0
2019,Subaru,Impreza,sedan,auto,3209,0,17155,17980.04054054054,15704.958333333334,1,0
2019,Subaru,Impreza,sedan,auto,3462,0,17238,17980.04054054054,15704.958333333334,1,0
2019,Subaru,Impreza,sedan,auto,3504,0,18480,17980.04054054054,15704.958333333334,1,0
2019,Subaru,Impreza,sedan,auto,5419,0,16950,17980.04054054054,15704.958333333334,1,0
2019,Subaru,Outback,wagon,auto,7065,0,27999,17980.04054054054,18247.314285714285,2,0
2019,Toyota,4Runner,suv,auto,33407,0,29988,17057.60769230769,24630.4,5,0
2019,Toyota,C-HR,suv,auto,22275,0,18975,17057.60769230769,18975.0,5,0
2019,Toyota,Camry,sedan,auto,11306,0,18888,17057.60769230769,14360.894736842105,1,0
2019,Toyota,Camry,sedan,auto,18001,0,19097,17057.60769230769,14360.894736842105,1,0
2019,Toyota,Corolla,sedan,auto,41424,0,14588,17057.60769230769,11229.35294117647,1,0
2019,Toyota,RAV4,suv,auto,30125,0,20397,17057.60769230769,17244.6,5,0
2019,Toyota,Tacoma,pickup,auto,11749,0,27859,17057.60769230769,18727.666666666668,6,0
2019,Toyota,Tacoma,pickup,auto,22155,0,29950,17057.60769230769,18727.666666666668,6,0
2019,Volvo,S60,sedan,auto,8808,1,28888,25680.190476190477,22183.833333333332,1,0
2019,Volvo,S60,sedan,auto,10714,1,30900,25680.190476190477,22183.833333333332,1,0
2019,Volvo,S60,sedan,auto,11378,1,30336,25680.190476190477,22183.833333333332,1,0
2019,Volvo,XC60,suv,auto,19509,1,39975,25680.190476190477,28562.5,5,0
2020,BMW,2,conv,auto,4723,1,40995,25001.56,30220.0,8,0
2020,BMW,2,coupe,auto,4150,1,33495,25001.56,30220.0,7,0
2020,BMW,4,conv,auto,10919,1,43998,25001.56,31032.0,8,0
2020,BMW,4,coupe,auto,3987,1,42777,25001.56,31032.0,7,0
2020,BMW,Z4,conv,auto,1854,1,59997,25001.56,30827.333333333332,8,0
2020,Chevrolet,Equinox,suv,auto,5258,0,18995,20283.812865497075,17180.56,5,0
2020,Chrysler,Pacifica,minivan,auto,12045,0,33200,17990.2,23901.8125,3,0
2020,Chrysler,Pacifica,minivan,auto,14760,0,32990,17990.2,23901.8125,3,0
2020,Jaguar,F-PACE,suv,auto,3703,1,49788,36500.444444444445,36743.25,5,0
2020,Kia,Soul,suv,auto,4142,0,18977,13165.627118644068,11794.458333333334,5,0
2020,Kia,Sportage,suv,auto,13029,0,18395,13165.627118644068,17487.0,5,0
2020,Mercedes-Benz,GLC-Class,suv,auto,2547,1,44994,31617.1125,37548.57142857143,5,0
2020,Mercedes-Benz,GLC-Class,suv,auto,3642,1,44994,31617.1125,37548.57142857143,5,0
2020,Toyota,Corolla,sedan,auto,11568,0,16988,17057.60769230769,11229.35294117647,1,0
2020,Toyota,Sienna,minivan,auto,12796,0,29595,17057.60769230769,20580.04,3,0
